# 915 nm PL_38 Chip Heater Calibration Heater 11
# Chip Num PL 38 Down Structure
# Heater No = 11
# Current from = 0
# Current step = 10
# Current to   = 1300
# sleeptime (ms) = 900
# Input mode= 2
# Temp Room_ = 21.7
# Temp Chip_ = 19
# Date 2024-11-29 16:38:33
#Current  diode_1  diode_2  diode_3  diode_4 
     420     0.81    33.46    12.71    15.36 
     430     1.00    33.47    11.98    15.69 
     440     1.24    33.62    11.26    15.92 
     450     1.52    33.64    10.65    15.87 
     460     1.87    33.47    10.01    16.19 
     470     2.24    33.21     9.44    16.42 
     480     2.69    33.01     8.99    16.71 
     490     3.21    32.64     8.52    16.84 
     500     3.81    32.23     8.08    17.14 
     510     4.47    31.61     7.69    17.20 
     520     5.15    30.83     7.39    17.23 
     530     6.00    30.41     7.18    16.72 
     540     6.81    29.45     6.91    16.36 
     550     7.70    28.28     6.79    16.80 
     560     8.56    27.07     6.75    16.62 
     570     9.52    25.75     6.73    16.48 
     580    10.48    24.43     6.76    16.27 
     590    11.51    22.86     6.85    16.04 
     600    12.64    21.23     6.98    15.80 
     610    13.75    19.64     7.18    15.39 
     620    14.87    17.98     7.48    15.80 
     630    16.13    16.45     7.88    15.75 
     640    17.24    14.84     8.27    15.52 
     650    18.33    13.25     8.73    15.18 
     660    19.29    11.65     9.15    14.58 
     670    20.38    10.23     9.66    14.26 
     680    21.36     8.92    10.07    13.92 
     690    22.37     7.77    10.56    13.76 
     700    23.28     6.71    11.11    13.45 
     710    24.04     5.82    11.60    13.03 
     720    24.75     5.09    12.04    12.68 
     730    25.27     4.57    12.50    12.46 
     740    25.50     4.27    12.95    12.11 
     750    25.70     4.24    13.28    11.85 
     760    25.71     4.49    13.49    11.45 
     770    25.36     5.06    13.67    11.14 
     780    24.88     5.87    13.86    10.78 
     790    24.17     7.07    13.89    10.40 
     800    23.47     8.58    13.90    10.01 
     810    22.53    10.38    13.53     9.69 
     820    21.30    12.52    13.38     9.21 
     830    20.07    15.00    13.06     8.82 
     840    18.70    17.83    12.49     8.53 
     850    17.27    20.78    12.19     8.01 
     860    15.68    24.21    11.52     7.61 
     870    14.12    27.71    11.02     7.14 
     880    12.51    31.43    10.43     6.56 
     890    10.86    35.22     9.77     6.03 
     900     9.19    38.94     8.97     5.58 
     910     7.83    42.60     8.38     4.93 
     920     6.36    45.88     7.68     4.36 
     930     5.10    48.90     7.02     3.74 
     940     4.05    51.81     6.41     3.09 
     950     3.22    54.11     5.88     2.50 
     960     2.62    56.13     5.37     1.93 
     970     2.28    57.69     4.96     1.45 
     980     2.19    58.55     4.64     1.01 
     990     2.41    58.08     4.44     0.67 
    1000     2.88    57.78     4.29     0.45 
    1010     3.58    56.66     4.17     0.37 
    1020     4.53    55.32     4.10     0.47 
    1030     5.65    53.60     3.98     0.77 
    1040     7.21    51.24     4.17     1.25 
    1050     8.56    48.60     4.01     2.01 
    1060    10.45    44.06     4.42     2.97 
    1070    12.32    39.52     4.60     4.20 
    1080    14.02    35.11     4.64     5.73 
    1090    15.74    30.31     4.67     7.53 
    1100    17.14    26.01     4.51     9.55 
    1110    18.48    21.64     4.38    11.80 
    1120    19.69    17.23     4.29    14.27 
    1130    20.52    13.40     4.05    17.02 
    1140    21.05    10.13     3.72    19.79 
    1150    21.09     7.64     3.31    22.74 
    1160    20.80     5.69     2.84    25.54 
    1170    20.06     4.57     2.31    28.28 
    1180    18.96     3.91     1.92    30.85 
    1190    17.44     4.08     1.51    32.87 
    1200    15.67     4.89     1.28    34.60 
    1210    13.68     6.38     1.13    35.74 
    1220    11.60     8.44     1.17    36.46 
    1230     9.50    10.82     1.48    36.68 
    1240     7.51    13.73     2.04    36.33 
    1250     5.59    16.94     2.83    35.49 
    1260     3.84    20.20     3.96    33.92 
    1270     2.32    23.30     5.57    31.72 
    1280     1.20    25.93     7.54    29.07 
    1290     0.48    28.11     9.71    25.94 
    1300     0.20    29.60    12.19    22.34 
